Country,City,AQI_Value,CO_Value,CO_Category,Ozone_Value,Ozone_Category,NO2_Value,NO2_Category,PM25_Value,PM25_Category,VOCs,SO2,Emissions,AQI_Category
Brazil,Manicore,31.0,1.0,Good,2.0,Good,0.0,Good,31.0,L0,67.04270213,4.68600537,L0,Good
India,Bokaro,53.811854981971955,1.0,Good,28.34730540380225,Moderate,2.0,Good,51.26334419366738,L3,139.4907139223254,6.320221753,L3,Unhealthy
Iran (Islamic Republic of),Ramhormoz,53.59306706823413,1.0,Good,44.0,Good,1.0,Good,46.92212962023294,L2,138.7843415171254,6.959443827,L2,Unhealthy for Sensitive Groups
Brazil,Varzea Alegre,22.0,1.0,Good,10.0,Good,1.0,Good,22.0,L0,36.83856137,-3.617285036,L0,Good
Japan,Tachikawa,83.0,1.0,Good,21.0,Good,2.5870859004438937,Good,83.0,L1,219.8489694,7.806316083,L1,Moderate
France,Meyzieu,109.92804682100169,1.0,Good,31.0,Good,4.0,Good,118.0,L2,279.51407327853576,2.874745978,L2,Unhealthy for Sensitive Groups
Netherlands,Breukelen,35.0,1.0,Good,35.0,Good,1.0,Good,26.0,L0,100.6662474,12.82074905,L0,Good
Hungary,Szerencs,72.0,1.0,,42.0,Good,1.0,Good,72.0,L1,185.5820872,2.594705331,L1,Moderate
Spain,Almunecar,30.0,1.0,Good,22.0,Good,3.0,Good,30.0,L0,72.49270393,5.085814721,L0,Good
Hungary,Pilisvorosvar,74.0,1.0,Good,42.0,Good,2.0,Good,74.0,L1,207.2226739,2.127836047,L1,Moderate
Hungary,Varpalota,66.0,1.0,Good,42.0,Good,1.0,Good,66.0,L1,133.4491348,7.214144779,L1,Moderate
China,Wufeng,53.32694176545338,1.0,Good,1.0,Good,2.781445658469413,Good,57.60640260016187,L3,138.5471762210563,4.964145507310949,L3,Unhealthy
India,Baikunthpur,55.97659420523747,1.0,Good,23.00374094375693,Moderate,5.0,Good,55.736022401358206,L3,144.93980952267677,8.581002562,L3,Unhealthy
Guatemala,Cubulco,77.0,1.0,Good,9.0,Good,6.0,Good,77.0,L1,198.8982136,6.699483131,L1,Moderate
Germany,Bad Waldsee,49.0,1.0,Good,25.0,Good,6.0,Good,49.0,L0,126.955757,1.17326399,L0,Good
Cuba,Batabano,51.0,1.0,Good,31.0,Good,1.0,Good,51.0,L1,141.0134212,8.046273669,L1,Moderate
South Africa,Phuthaditjhaba,59.0,1.0,Good,14.0,Good,2.0,Good,59.0,L1,160.7614562,11.02302489,L1,Moderate
Croatia,Kutina,63.0,1.0,Good,31.0,Good,1.0,Good,63.0,L1,145.2695397,6.343987126,L1,Moderate
Russian Federation,Bogdanovich,54.0,1.0,Good,33.0,Good,2.0,Good,54.0,L1,148.2509826,12.67209266,L1,Moderate
Italy,Santa Maria Capua Vetere,58.0,1.0,Good,48.0,Good,3.0,Good,58.0,L1,161.9848235,1.642856431,L1,Moderate
Mexico,Saucillo,77.0,1.0,Good,31.0,Good,0.0,Good,77.0,L1,192.0119498,-2.095259464,L1,Moderate
United States of America,Hewitt,34.0,1.0,Good,26.0,Good,2.0,Good,34.0,L0,99.90802856,4.17082116,L0,Good
Poland,Bialystok,54.0,1.0,Good,32.0,Good,1.0,Good,54.0,L1,132.291812,-5.727867894,L1,Moderate
Poland,Ostroleka,44.0,1.0,Good,36.0,Good,0.0,Good,44.0,L0,92.7165756,2.615402179,L0,Good
Republic of Moldova,Cahul,36.0,1.0,Good,36.0,Good,0.0,Good,21.0,L0,104.0414959,8.139818437,L0,Good
United States of America,Scott Lake,53.31679358266121,1.0,Good,7.0,Good,2.539104995604916,Good,56.08786140683196,L3,138.4734485555556,4.816422963820832,L3,Unhealthy
Poland,Sandomierz,36.0,1.0,Good,30.0,Good,1.0,Good,36.0,L0,62.58486175,-1.591126128,L0,Good
India,Lalpur,55.0,1.0,Good,21.0,Good,2.0679595337800567,Good,55.0,L1,135.8190955,6.343286204,L1,Moderate
Germany,Schwieberdingen,66.0,1.0,Good,58.0,Moderate,0.0,Good,66.0,L1,159.5772841,-3.370229303,L1,Moderate
India,Anjad,51.96110299868338,1.0,Good,33.0,Good,0.0,Good,47.71757749657447,L3,134.90513398571002,2.014321856,L3,Unhealthy
China,Hongjiang,76.0,1.0,Good,30.66644058028525,Moderate,1.0,Good,76.0,L1,206.9088593,5.175757636,L1,Moderate
Philippines,Dologon,65.0,1.0,Good,20.0,Good,0.0,Good,65.0,L1,148.2722823,13.52165158,L1,Moderate
,Juneau,28.0,1.0,Good,25.0,Good,2.0,Good,28.0,L0,87.44679581,-4.490750878,L0,Good
Brazil,Portel,62.0,1.0,Good,5.0,Good,0.0,Good,62.0,L1,140.2070019,0.406896912,L1,Moderate
Thailand,Chaiya,59.0,1.0,Good,23.0,Good,0.0,Good,59.0,L1,154.7630421,1.684631234,L1,Moderate
United States of America,Yuba City,57.0,1.0,Good,31.0,Good,1.8554615461681983,Good,57.0,L1,155.3039559,9.271520264,L1,Moderate
Malaysia,Batang Berjuntai,97.0,1.0,,53.0,Moderate,1.0,Good,97.0,L1,255.4924646,11.70171489,L1,Moderate
Japan,Sanjo,41.0,1.0,Good,41.0,Good,0.0,Good,32.0,L0,127.6411372,-5.396179345,L0,Good
Poland,Konstancin Jeziorna,55.0,1.0,Good,37.0,Good,2.0,Good,55.0,L1,140.6445147,5.472596927,L1,Moderate
United States of America,Novato,40.0,1.0,Good,22.0,Good,1.7865938995851267,Good,40.0,L0,116.6958999,6.234940694,L0,Good
India,Bellary,52.0,1.0,Good,24.0,Good,3.0,Good,52.0,L1,140.5057359,-5.288706021,L1,Moderate
France,Bernay,53.0,1.0,Good,29.0,Good,3.0,Good,53.0,L1,141.8597539,4.232738238,L1,Moderate
Italy,Mirandola,54.31700311550011,1.0,Good,28.0,Good,1.86861244636394,Good,51.62874286462409,L2,140.6359890234511,10.76001872,L2,Unhealthy for Sensitive Groups
United States of America,Brockton,43.0,1.0,Good,36.0,Good,4.0,Good,43.0,L0,107.6115058,-0.267712864,L0,Good
Spain,Hernani,41.0,1.0,Good,40.0,Good,0.0,Good,41.0,L0,108.0969188,6.260670116,L0,Good
Malaysia,Jenjarom,55.0,1.0,Good,31.0,Good,1.0,Good,55.0,L1,140.3791033,4.252394237,L1,Moderate
India,Bhatkal,72.0,1.0,Good,23.0,Good,0.0,Good,72.0,L1,186.5839196,-2.91334947,L1,Moderate
Turkey,Cerkezkoy,43.0,1.0,Good,43.0,Good,0.5264761945558931,Good,26.0,L0,104.9688267,0.676513169,L0,Good
India,Shimoga,55.0,1.0,,14.0,Good,3.0,Good,55.0,L1,147.3731316,1.966221172,L1,Moderate
Cuba,Sibanicu,45.0,1.0,Good,20.0,Good,1.0,Good,45.0,L0,123.5676215,1.879449365,L0,Good
Brazil,Campos,55.0,1.0,Good,16.0,Good,3.0,Good,55.0,L1,142.1231288,7.685943688,L1,Moderate
United States of America,Simi Valley,62.0,1.0,Good,29.0,Good,1.8393893415637612,Good,62.0,L1,156.8829241,2.934170064,L1,Moderate
Brazil,Quatro Barras,40.0,1.0,Good,17.0,Good,1.0,Good,40.0,L0,90.68885857,1.538018371,L0,Good
Japan,Otake,47.0,1.0,Good,44.0,Good,4.0,Good,47.0,L0,98.64991202,7.894439801,L0,Good
Switzerland,Bern,30.0,1.0,Good,30.0,Good,0.0,Good,28.0,L0,82.15396505,8.03723022,L0,Good
Greece,Nea Makri,65.0,1.0,Good,50.0,Good,5.0,Good,65.0,L1,179.2718496,2.134422866,L1,Moderate
Brazil,Itabaiana,51.0,1.0,Good,14.0,Good,4.0,Good,51.0,L1,130.676853,1.634728379,L1,Moderate
Japan,Komagane,47.0,1.0,Good,47.0,Good,0.0,Good,10.0,L0,114.3339381,6.626092239,L0,Good
China,Suicheng,53.24068221172003,1.0,,52.0,Moderate,0.7215500241211846,Good,44.698802456857564,L3,137.9204910643005,3.7085038876449556,L3,Unhealthy
China,Shunyi,101.0,1.0,Good,27.78940448392523,Unhealthy for Sensitive Groups,7.0,Good,98.0,L1,247.1803372,8.362090354,L1,Unhealthy for Sensitive Groups
United States of America,Gainesville,68.0,1.0,Good,31.0,Good,4.0,Good,68.0,L1,172.6620863,5.210808248016651,L1,Moderate
Canada,Rimouski,32.0,1.0,Good,22.0,Good,1.0,Good,32.0,L0,86.05770384,7.418117555,L0,Good
Russian Federation,Novosineglazovskiy,40.0,1.0,,36.0,Good,0.0,Good,40.0,L0,99.54273959,4.63545423,L0,Good
Germany,Peiting,59.0,1.0,Good,36.0,Good,1.653476384775351,Good,59.0,L1,151.1840592,6.613725527,L1,Moderate
United States of America,Haverhill,52.0,1.0,Good,45.0,Good,3.0,Good,52.0,L1,114.3247668,3.779396076,L1,Moderate
Germany,Schwanewede,31.0,1.0,Good,30.0,Good,1.0,Good,31.0,L0,85.31934303,-6.464336621,L0,Good
Bangladesh,Nageshwari,86.0,1.0,Good,32.414359327629164,Moderate,1.0,Good,86.0,L1,242.8165184,-1.599882852,L1,Moderate
Pakistan,Hasilpur,52.41952041460152,1.0,Good,31.890917529818857,Moderate,0.0,Good,48.32376751377839,L3,135.97591342417817,5.161158737,L3,Unhealthy
United States of America,Sandy Springs,69.0,1.0,Good,53.84754877991959,Moderate,3.0,Good,29.0,L0,196.3768766,5.302334112,L0,Moderate
Canada,Quesnel,23.0,1.0,Good,23.0,Good,0.0,Good,14.0,L0,49.19350917,11.12592572,L0,Good
Japan,Hidaka,88.0,1.0,Good,11.0,Good,2.6097844071952556,Good,88.0,L1,233.6915459,-7.542605702,L1,Moderate
Germany,Haren,33.0,1.0,Good,33.0,Good,1.0,Good,14.0,L0,81.79924661,11.3587393,L0,Good
India,Nichlaul,85.0,1.0,Good,32.86662896220837,Moderate,0.0,Good,85.0,L1,214.8187297,7.959946446,L1,Moderate
Russian Federation,Kalyazin,24.0,1.0,Good,24.0,Good,0.0,Good,19.0,L0,66.14227649,8.719530777,L0,Good
Malaysia,Kuala Lipis,70.0,1.0,Good,10.0,Good,3.0,Good,70.0,L1,176.9664993,14.42796347,L1,Moderate
,Torquay,36.0,1.0,,30.0,Good,1.0,Good,36.0,L0,101.4240042,6.755392383,L0,Good
United Kingdom of Great Britain and Northern Ireland,Rugby,28.0,1.0,Good,23.0,Good,5.0,Good,28.0,L0,73.41470427,8.773465757,L0,Good
India,Maholi,53.287614145090444,1.0,Good,23.0,Good,1.8922858226339145,Good,52.03706999091368,L3,138.27211149652783,4.400488055,L3,Unhealthy
France,Nice,54.0,1.0,Good,43.0,Good,2.0,Good,54.0,L1,150.1539233,1.378596351,L1,Moderate
United States of America,Fostoria,43.0,1.0,Good,37.0,Good,3.0,Good,43.0,L0,106.1312353,10.81809575,L0,Good
Portugal,Belas,45.0,1.0,Good,30.0,Good,2.0,Good,45.0,L0,122.8481734,-2.129661773,L0,Good
Spain,Tudela,35.0,1.0,Good,35.0,Good,0.0,Good,19.0,L0,90.57721687,-4.728237098,L0,Good
Nepal,Gaur,79.0,1.0,Good,49.0,Good,1.0,Good,79.0,L1,201.8880426,2.650641166,L1,Moderate
Belgium,Londerzeel,34.0,1.0,Good,29.0,Good,3.0,Good,34.0,L0,93.38496407,1.007093383,L0,Good
Italy,Torri Di Quartesolo,28.0,1.0,Good,28.0,Good,3.0,Good,26.0,L0,74.87975971,-0.81735287,L0,Good
China,Kuanshan,93.0,1.0,Good,38.17402769074925,Moderate,0.0,Good,87.0,L1,251.272639,3.11701968,L1,Moderate
Colombia,Quimbaya,106.0,1.0,,0.0,Good,3.3953285758127207,Good,106.0,L2,269.85977539073116,-2.686444886,L2,Unhealthy for Sensitive Groups
India,Pardi,110.0,1.0,Good,24.0,Good,0.0,Good,110.0,L2,279.3319055527278,10.58968731,L2,Unhealthy for Sensitive Groups
Viet Nam,Qui Nhon,47.0,1.0,Good,23.0,Good,0.0,Good,47.0,L0,123.2540913,11.47072785,L0,Good
China,Ningyang,79.71202946040489,1.0,Good,31.0,Unhealthy for Sensitive Groups,5.0,Good,82.0,L1,204.18040627922656,3.512761213,L1,Unhealthy for Sensitive Groups
Poland,Ostrzeszow,35.0,1.0,Good,32.0,Good,1.0,Good,35.0,L0,95.91755976,11.70687985,L0,Good
Slovakia,Svidnik,54.0,1.0,Good,28.0,Good,1.0,Good,54.0,L1,137.8031295,-4.400836656,L1,Moderate
Indonesia,Nabire,24.0,1.0,Good,7.0,Good,0.0,Good,24.0,L0,67.6816695,0.015442941,L0,Good
India,Shertallai,84.0,1.0,Good,24.0,Good,0.0,Good,84.0,L1,219.097628,-2.558450708,L1,Moderate
Spain,Novelda,33.0,1.0,,33.0,Good,2.0,Good,28.0,L0,89.05575113,10.21209801,L0,Good
France,Gagny,30.0,1.0,Good,31.0,Good,1.267162319549373,Good,30.0,L0,83.63098433,4.239529037,L0,Good
Russian Federation,Tynda,53.315102218862556,1.0,Good,8.0,Good,2.4987148851275007,Good,55.83477120794368,L5,138.46116061130556,4.791802539905815,L5,Hazardous
China,Weihai,86.0,1.0,,33.89185080956743,Moderate,2.0,Good,81.0,L1,235.8567917,5.2520784455466565,L1,Moderate
Côte d'Ivoire,Odienne,44.0,1.0,Good,15.0,Good,0.0,Good,44.0,L0,129.5453846,1.914181194,L0,Good
United States of America,Lackawanna,41.0,1.0,,33.0,Good,1.0,Good,41.0,L0,110.0535434,2.172016941,L0,Good
India,Kareli,51.14273794189655,1.0,Good,36.0,Good,0.0,Good,46.41274707411261,L3,132.99633853096373,-4.021651632,L3,Unhealthy
Israel,Gan Yavne,77.0,1.0,Good,43.0,Good,6.0,Good,77.0,L1,198.3658979,-0.492458001,L1,Moderate
Bangladesh,Lakshmipur,95.0,1.0,Good,43.0,Good,1.0,Good,95.0,L1,235.3641533,5.118544918552922,L1,Moderate
Netherlands,Leusden,33.0,1.0,Good,33.0,Good,1.0,Good,26.0,L0,104.2643731,2.425350427,L0,Good
Russian Federation,Chelyabinsk 40,39.0,1.0,Good,31.0,Good,1.0,Good,11.0,L0,98.33100364,3.867400098,L0,Good
Turkmenistan,Akdepe,57.0,1.0,Good,43.0,Good,0.0,Good,57.0,L1,132.4977814,2.426162028,L1,Moderate
Mexico,La Poza,106.0,1.0,Good,9.0,Good,6.0,Good,106.0,L2,276.6234632,11.64688098,L2,Unhealthy for Sensitive Groups
Brazil,Lapao,17.0,1.0,Good,31.0,Good,0.7173523409880969,Good,17.0,L0,66.58776273,-8.982706443,L0,Good
Italy,Sassuolo,58.0,1.0,Good,38.0,Good,1.0,Good,58.0,L1,132.2060107,3.887789188,L1,Moderate
New Zealand,Tokoroa,18.0,1.0,Good,9.0,Good,2.0,Good,18.0,L0,63.5361211,1.419127053,L0,Good
Iran (Islamic Republic of),Abadan,52.186080061176504,1.0,Good,30.462315695108472,Unhealthy for Sensitive Groups,1.0,Good,49.021540485722106,L3,135.57632948466994,-0.626637805,L3,Unhealthy
Czechia,Cesky Krumlov,68.0,1.0,,38.0,Good,1.0,Good,68.0,L1,173.5003798,1.768306346,L1,Moderate
Honduras,Sonaguera,77.0,1.0,Good,14.0,Good,0.0,Good,77.0,L1,199.5003379,-5.541556556,L1,Moderate
United States of America,Groveton,52.0,1.0,Good,27.0,Good,1.6022573733506689,Good,52.0,L1,164.3818807,-2.899032617,L1,Moderate
,Rembang,107.0,1.0,Good,31.0,Moderate,1.0,Good,107.0,L2,251.0603317,5.518700388,L2,Unhealthy for Sensitive Groups
India,Shamli,53.96140479092957,1.0,Good,28.606823188886647,Moderate,1.7828078077490042,Good,51.18312518504273,L5,139.80034174447974,8.514306879,L5,Hazardous
Cuba,Cueto,75.0,1.0,,15.0,Good,2.5029659990148336,Good,75.0,L1,191.2825249,2.267027377,L1,Moderate
United States of America,West Memphis,74.0,1.0,Good,29.683351838213703,Moderate,2.0,Good,74.0,L1,179.2553723,0.186547717,L1,Moderate
China,Yebaishou,109.73228075102477,1.0,Good,41.0,Good,7.0,Good,115.0,L2,278.83687653017125,9.477960733,L2,Unhealthy for Sensitive Groups
Italy,Portici,50.0,1.0,Good,36.0,Good,1.3579484248687654,Good,50.0,L0,121.0722669,1.146423421,L0,Good
India,Punahana,53.261982271544255,1.0,,30.065100598015302,Unhealthy,1.0,Good,49.91504975534465,L3,138.07276342473264,6.742731862,L3,Unhealthy
Russian Federation,Elista,37.0,1.0,Good,37.0,Good,0.0,Good,9.0,L0,111.3487109,9.527664,L0,Good
United States of America,Derry,30.0,1.0,Good,30.0,Good,1.0135618760499288,Good,23.0,L0,95.90403569,0.391746047,L0,Good
China,Lushunkou,107.0,1.0,,69.53301467864333,Unhealthy for Sensitive Groups,0.0,Good,55.0,L1,255.6197816,15.92067077,L1,Unhealthy for Sensitive Groups
Japan,Nagayo,37.0,1.0,Good,37.0,Good,6.0,Good,36.0,L0,79.88417573,3.425432108,L0,Good
Bulgaria,Rakovski,41.0,1.0,Good,31.0,Good,0.5337500075594857,Good,18.0,L0,98.89997525,-6.598946681,L0,Good
,Obama,77.0,1.0,Good,21.0,Good,2.550796469876979,Good,77.0,L1,213.5954166,10.217613,L1,Moderate
Brazil,Tucano,20.0,1.0,Good,14.0,Good,0.0,Good,20.0,L0,77.33115917,-7.122416615,L0,Good
United States of America,Shrewsbury,76.0,1.0,Good,10.0,Good,2.6922807504443647,Good,76.0,L1,181.8935422,2.819822178,L1,Moderate
Czechia,Zlin,71.0,1.0,Good,40.0,Good,1.0,Good,71.0,L1,174.8817533,8.661979509,L1,Moderate
Chile,Purranque,22.0,1.0,,22.0,Good,1.0,Good,18.0,L0,55.98204973,6.477770694,L0,Good
Uzbekistan,Nurota,51.99052543199375,1.0,Good,40.0,Good,0.0,Good,46.114530884024056,L2,134.9462661527198,1.149227923,L2,Unhealthy for Sensitive Groups
Brazil,Pacatuba,31.0,1.0,Good,20.0,Good,1.0,Good,31.0,L0,79.17139596,2.697687345,L0,Good
Spain,Monforte De Lemos,17.0,1.0,,17.0,Good,2.0,Good,13.0,L0,33.17980369,14.81475776,L0,Good
United States of America,Ridgecrest,35.0,1.0,Good,35.0,Good,2.0,Good,24.0,L0,88.63997424,4.536125055,L0,Good
Ethiopia,Bedele,51.0,1.0,Good,17.0,Good,0.0,Good,51.0,L1,139.8390788,-2.509142029,L1,Moderate
Germany,Attendorn,69.0,1.0,Good,36.0,Good,4.0,Good,69.0,L1,177.121133,0.020273596,L1,Moderate
Latvia,Sigulda,35.0,1.0,Good,35.0,Good,0.0,Good,17.0,L0,86.36597336,9.952725026,L0,Good
India,Jamuria,53.99642233443988,1.0,Good,28.27916450946789,Unhealthy for Sensitive Groups,2.0,Good,51.416622659601,L3,139.9189686451881,7.58441197,L3,Unhealthy
Japan,Tsushima,60.0,1.0,Good,56.6814370942549,Moderate,0.0,Good,21.0,L0,163.6384209,-2.429138924,L0,Moderate
Russian Federation,Kinel Cherkassy,35.0,1.0,Good,35.0,Good,0.0,Good,15.0,L0,81.43474091,3.791936638,L0,Good
Colombia,Tado,28.0,1.0,Good,31.0,Good,1.0,Good,28.0,L0,75.81995556,-1.09335021,L0,Good
Australia,Bongaree,32.0,1.0,Good,24.0,Good,7.0,Good,32.0,L0,129.7908425,-5.436123538,L0,Good
China,Lianyuan,106.58344335238161,1.0,Good,24.01836001223278,Moderate,6.0,Good,113.0,L2,273.407842,1.524904315,L2,Unhealthy for Sensitive Groups
Thailand,Kabin Buri,58.0,1.0,Good,31.0,Good,0.0,Good,58.0,L1,142.3272743,9.055436558,L1,Moderate
Brazil,Unai,22.0,1.0,Good,22.0,Good,0.0,Good,13.0,L0,65.55997052,-6.221908665,L0,Good
India,Cuncolim,73.0,1.0,Good,25.0,Good,0.0,Good,73.0,L1,187.3775323,-2.378906375,L1,Moderate
Mauritius,Curepipe,29.0,1.0,Good,29.0,Good,0.0,Good,28.0,L0,78.05208009,-1.282591634,L0,Good
Russian Federation,Rostov Na Donu,38.0,1.0,Good,38.0,Good,2.0,Good,15.0,L0,91.20129595,3.930474007,L0,Good
United States of America,High Point,42.0,1.0,Good,42.0,Good,2.0,Good,30.0,L0,120.3256172,6.338159352,L0,Good
Brazil,Cantagalo,59.0,1.0,Good,13.0,Good,3.0,Good,59.0,L1,147.9290374,5.898838151,L1,Moderate
Turkey,Esenyurt,37.0,1.0,Good,37.0,Good,1.0,Good,35.0,L0,107.9043089,-3.94998313,L0,Good
United States of America,Azalea Park,58.0,1.0,Good,10.0,Good,2.3849173278858755,Good,58.0,L1,170.4217791,2.11871523,L1,Moderate
United States of America,Williston,46.0,1.0,Good,28.0,Good,1.0,Good,46.0,L0,118.6390354,14.39685968,L0,Good
United States of America,Chesterfield,59.0,1.0,Good,22.0,Good,2.1902890998318494,Good,59.0,L1,148.1031799,9.727694616,L1,Moderate
Thailand,Bang Sai,56.0,1.0,Good,24.0,Good,0.0,Good,56.0,L1,139.6204482,-4.367077909,L1,Moderate
Malaysia,Kuah,104.0,1.0,Good,58.0,Moderate,0.0,Good,104.0,L2,262.740168,0.317067128,L2,Unhealthy for Sensitive Groups
Russian Federation,Shipunovo,45.0,1.0,Good,45.0,Good,0.0,Good,19.0,L0,107.3940178,5.074719207,L0,Good
Tajikistan,Yovon,53.35393152378221,1.0,Good,25.0,Good,1.0,Good,51.154839119110086,L3,138.30345543543325,8.221691561,L3,Unhealthy
Russian Federation,Malaya Vishera,36.0,1.0,Good,31.0,Good,0.0,Good,12.0,L0,107.8558223,1.58259126,L0,Good
United Republic of Tanzania,Mlimba,21.0,1.0,Good,19.0,Good,0.0,Good,21.0,L0,72.26922022,-3.631889218,L0,Good
Belgium,Neerpelt,37.0,1.0,Good,30.0,Good,3.0,Good,37.0,L0,103.3495349,5.699498285,L0,Good
Japan,Izumo,44.0,1.0,Good,44.0,Good,0.0,Good,35.0,L0,127.3746459,1.167159396,L0,Good
Germany,Stein,62.0,1.0,,52.0,Moderate,0.0,Good,62.0,L1,150.1534522,8.124910925,L1,Moderate
Indonesia,Buduran,53.72825496224328,1.0,Good,29.892956187191416,Unhealthy for Sensitive Groups,1.0,Good,50.3022773000943,L3,139.15466376768998,9.936456896,L3,Unhealthy
Mozambique,Quelimane,24.0,1.0,Good,24.0,Good,0.0,Good,23.0,L0,55.41071732,4.454506546,L0,Good
India,Kundgol,28.0,1.0,Good,28.0,Good,1.0,Good,26.0,L0,93.68527188,-3.442087374,L0,Good
Brazil,Cubatao,53.68993073842133,1.0,Good,2.0,Good,2.802901879095841,Good,57.65596918217657,L3,139.3879162607297,7.184661083,L3,Unhealthy
Germany,Mosbach,29.0,1.0,Good,29.0,Good,2.0,Good,25.0,L0,82.72142546,4.438036838,L0,Good
Honduras,Cofradia,74.0,1.0,Good,8.0,Good,3.0,Good,74.0,L1,186.7983049,2.731022174,L1,Moderate
France,Le Pontet,38.0,1.0,Good,33.0,Good,0.0,Good,38.0,L0,107.195995,4.820987343,L0,Good
Germany,Weil Der Stadt,34.0,1.0,Good,27.0,Good,2.0,Good,34.0,L0,95.79584222,3.265237748,L0,Good
United States of America,Owosso,42.0,1.0,Good,33.0,Good,5.0,Good,42.0,L0,111.6997454,1.650529856,L0,Good
Peru,Eten,50.0,1.0,Good,24.0,Good,0.0,Good,50.0,L0,137.9784378,0.073356122,L0,Good
Myanmar,Myanaung,42.0,1.0,Good,23.0,Good,0.0,Good,42.0,L0,114.6042227,-5.42992846,L0,Good
Russian Federation,Starokamyshinsk,34.0,1.0,Good,34.0,Good,1.0,Good,21.0,L0,94.53905229,7.504144879,L0,Good
Italy,Bra,104.0,1.0,Good,22.0,Good,6.0,Good,104.0,L2,264.5966609,9.874159737,L2,Unhealthy for Sensitive Groups
Mexico,Culiacan,107.0,1.0,Good,9.0,Good,3.230602692970762,Good,107.0,L2,279.063853,1.642924723,L2,Unhealthy for Sensitive Groups
Germany,Reinheim,61.0,1.0,Good,30.2198403695774,Moderate,0.0,Good,61.0,L1,143.9829247,5.685373585,L1,Moderate
New Zealand,Wanganui,25.0,1.0,,25.0,Good,0.0,Good,17.0,L0,70.99975536,5.83777855,L0,Good
Germany,Hechingen,51.0,1.0,Good,34.0,Good,2.0,Good,51.0,L1,127.9974661,1.293777504,L1,Moderate
Japan,Tokorozawa,60.0,1.0,Good,44.0,Good,3.0,Good,60.0,L1,140.8462926,1.789519478,L1,Moderate
Brazil,Santa Isabel Do Para,54.0,1.0,Good,11.0,Good,2.0,Good,54.0,L1,150.7088229,-1.240581599,L1,Moderate
Mexico,Atlautla,54.62957477087716,1.0,Good,1.0,Good,3.004268488883689,Good,58.68394605871004,L4,141.59222817240158,13.06214923,L4,Very Unhealthy
Hungary,Isaszeg,65.0,1.0,,32.47899905375003,Moderate,1.6867374884672426,Good,59.0,L1,156.9078829,6.100878976,L1,Moderate
Guinea,Boke,51.373238915545066,1.0,Good,23.0,Good,0.0,Good,49.60183059380052,L3,133.5809877957539,-0.471071839,L3,Unhealthy
Brazil,Sao Sebastiao Do Passe,63.0,1.0,,31.0,Good,1.8172827307170474,Good,63.0,L1,152.0307825,4.112762311,L1,Moderate
Niger,Matameye,75.0,1.0,Good,26.0,Good,2.0,Good,75.0,L1,184.3104756,11.65167776,L1,Moderate
Czechia,Valasske Mezirici,70.0,1.0,Good,40.0,Good,1.0,Good,70.0,L1,169.1403683,7.619298176,L1,Moderate
Ecuador,Santo Domingo,70.0,1.0,Good,3.0,Good,7.0,Good,70.0,L1,178.4410182,2.168607972,L1,Moderate
United States of America,East Lake,52.0,1.0,Good,20.0,Good,2.012142470243925,Good,52.0,L1,149.9671041,4.457387112,L1,Moderate
Russian Federation,Nikolskoye,29.0,1.0,,31.0,Good,0.0,Good,10.0,L0,65.26692952,6.755188273,L0,Good
Greece,Pallini,59.0,1.0,,32.0,Good,1.6215264888491945,Good,59.0,L1,162.5876251,-0.00760775,L1,Moderate
Portugal,Loures,42.0,1.0,Good,42.0,Good,1.0,Good,17.0,L0,116.1043982,5.034563859,L0,Good
Brazil,Araxa,28.0,1.0,Good,10.0,Good,1.0,Good,28.0,L0,87.18194712,-3.297378593,L0,Good
India,Krishnarajpet,67.0,1.0,,13.0,Good,5.0,Good,67.0,L1,179.9245891,7.012749223,L1,Moderate
United States of America,Mount Clemens,46.0,1.0,Good,31.0,Good,7.0,Good,46.0,L0,133.5101575,4.171564452,L0,Good
Argentina,Rio Gallegos,17.0,1.0,Good,17.0,Good,0.0,Good,4.0,L0,59.7357966,14.08941289,L0,Good
Japan,Otawara,44.0,1.0,,44.0,Good,1.0,Good,32.0,L0,108.3851211,-1.228039678,L0,Good
Czechia,Holesov,71.0,1.0,Good,47.0,Good,0.0,Good,71.0,L1,180.2450658,6.899580236,L1,Moderate
India,Dasna,53.940601616788975,1.0,Good,28.299773103416136,Unhealthy for Sensitive Groups,2.0,Good,51.37026498120102,L3,139.78944689798885,7.202069133,L3,Unhealthy
France,Montargis,70.0,1.0,Good,31.0,Good,1.0,Good,70.0,L1,178.9138335,11.76465576,L1,Moderate
Spain,Igualada,45.0,1.0,,33.0,Good,2.0,Good,45.0,L0,123.4134132,-4.754976113,L0,Good
Germany,Loningen,58.0,1.0,Good,24.0,Good,6.0,Good,58.0,L1,143.6571415,8.042198232,L1,Moderate
Russian Federation,Aleksandrovskoye,45.0,1.0,Good,45.0,Good,0.0,Good,19.0,L0,97.98257391,0.864740174,L0,Good
Mexico,Coatlinchan,54.07002388767845,1.0,Good,3.0,Good,2.828071742995969,Good,57.71822243377932,L4,140.26783349348514,9.543874533,L4,Very Unhealthy
China,Caohe,74.0,1.0,Good,50.0,Good,4.0,Good,74.0,L1,197.6418762,7.392979809,L1,Moderate
Russian Federation,Shalushka,49.0,1.0,Good,41.0,Good,0.0,Good,49.0,L0,119.00205,0.957172139,L0,Good
India,Gobindpur,52.28662264131462,1.0,Good,51.0,Moderate,1.0,Good,44.32589689865429,L3,135.72857381799415,-3.013001399,L3,Unhealthy
