Country,City,AQI_Value,CO_Value,CO_Category,Ozone_Value,Ozone_Category,NO2_Value,NO2_Category,PM25_Value,PM25_Category,SO2,AQI_Category
Russian Federation,Bodaybo,33.0,1.0,Good,18.0,Good,1.0,Good,33.0,L0,7.955715407,Good
Brazil,Alianca,25.0,1.0,Good,25.0,Good,0.0,Good,20.0,L0,0.731907605,Good
South Africa,De Aar,21.0,1.0,Good,16.0,Good,1.0,Good,21.0,L0,-0.196753959,Good
United States of America,Pascagoula,52.0,1.0,Good,29.0,Good,2.0,Good,52.0,L1,2.672226849,Moderate
Mexico,Zapotlanejo,56.0,1.0,Good,31.0,Good,4.0,Good,56.0,L1,1.772109075,Moderate
Sri Lanka,Kegalla,60.0,1.0,Good,31.0,Good,1.0,Good,60.0,L1,1.800947527,Moderate
Guatemala,San Pedro Carcha,73.0,1.0,,2.0,Good,6.0,Good,73.0,L1,0.576156419,Moderate
Mexico,San Jose Del Castillo,67.0,1.0,,17.0,Good,5.0,Good,67.0,L1,-2.342436589,Moderate
Netherlands,Zuidhorn,30.0,1.0,Good,30.0,Good,3.0,Good,27.0,L0,13.11138328,Good
Côte d'Ivoire,Ndouci,40.0,1.0,Good,17.0,Good,0.0,Good,40.0,L0,5.651193135,Good
Germany,Teningen,31.0,1.0,Good,31.0,Good,1.0,Good,31.0,L0,2.572988037,Good
India,Ramjibanpur,50.0,1.0,Good,31.0,Moderate,1.0,Good,50.0,L3,2.011424814,Unhealthy
Germany,Feuchtwangen,55.0,1.0,Good,29.0,Good,3.0,Good,55.0,L1,-4.52578576,Moderate
Austria,Krems,60.0,1.0,Good,40.0,Good,1.0,Good,60.0,L1,7.483779788,Moderate
India,Muzaffarpur,50.0,1.0,Good,31.0,Unhealthy for Sensitive Groups,1.0,Good,50.0,L3,5.697265921,Unhealthy
Poland,Pszow,68.0,1.0,Good,45.0,Good,0.0,Good,68.0,L1,-0.103754834,Moderate
India,Bhander,50.0,1.0,Good,31.0,Unhealthy for Sensitive Groups,0.0,Good,50.0,L3,1.300926604,Unhealthy
Madagascar,Soanierana Ivongo,24.0,1.0,Good,24.0,Good,0.0,Good,11.0,L0,-4.579537003,Good
Colombia,Paz De Ariporo,32.0,1.0,Good,31.0,Good,1.0,Good,32.0,L0,10.25231362,Good
India,Sitapur,50.0,1.0,Good,31.0,Unhealthy,1.0,Good,50.0,L3,10.6877027,Unhealthy
Iran (Islamic Republic of),Langarud,50.0,1.0,Good,41.0,Good,1.0,Good,50.0,L2,1.137670445,Unhealthy for Sensitive Groups
Japan,Miyoshi,44.0,1.0,Good,44.0,Good,0.0,Good,35.0,L0,4.484810553,Good
Malaysia,Sungai Siput Utara,57.0,1.0,Good,42.0,Good,1.0,Good,57.0,L1,0.369588553,Moderate
Mongolia,Ulaanbaatar,44.0,1.0,Good,30.0,Good,0.0,Good,44.0,L0,2.949174613,Good
Benin,Cotonou,71.0,1.0,Good,24.0,Good,0.0,Good,71.0,L1,4.13236494,Moderate
Brazil,Estancia Velha,55.0,1.0,Good,13.0,Good,4.0,Good,55.0,L1,1.3386816,Moderate
Indonesia,Kedungwaru,51.0,1.0,Good,30.0,Good,0.0,Good,51.0,L1,4.422866768,Moderate
India,Harpanahalli,50.0,1.0,Good,17.0,Good,3.0,Good,50.0,L0,6.820690537,Good
Netherlands,Didam,30.0,1.0,,30.0,Good,2.0,Good,21.0,L0,3.766177032,Good
United States of America,Alexander City,79.0,1.0,Good,27.0,Good,3.0,Good,79.0,L1,7.578809251,Moderate
China,Lasa,25.0,1.0,Good,25.0,Good,0.0,Good,12.0,L0,7.522772625,Good
India,Bhainsa,50.0,1.0,Good,31.0,Good,5.0,Good,50.0,L3,10.72322821,Unhealthy
Bolivia (Plurinational State of),Uyuni,12.0,1.0,Good,10.0,Good,0.0,Good,12.0,L0,-4.363635416,Good
Uganda,Njeru,50.0,1.0,Good,14.0,Good,1.0,Good,50.0,L3,18.38257302,Unhealthy
Russian Federation,Nadvoitsy,28.0,1.0,,31.0,Good,0.0,Good,9.0,L0,0.681513697,Good
United Kingdom of Great Britain and Northern Ireland,Leyland,35.0,1.0,Good,35.0,Good,3.0,Good,18.0,L0,1.368516947,Good
Indonesia,Randudongkal,50.0,1.0,,8.0,Good,1.0,Good,50.0,L3,17.70933007,Unhealthy
Pakistan,Mangla,50.0,1.0,Good,31.0,Unhealthy for Sensitive Groups,1.0,Good,50.0,L4,10.92982534,Very Unhealthy
Colombia,Quibdo,17.0,1.0,Good,17.0,Good,0.0,Good,11.0,L0,3.918964229,Good
Italy,Baronissi,56.0,1.0,Good,56.0,Moderate,1.0,Good,38.0,L0,6.474980177,Moderate
United States of America,Chanhassen,54.0,1.0,Good,32.0,Good,1.0,Good,54.0,L1,-0.781325267,Moderate
United States of America,Central Falls,47.0,1.0,Good,31.0,Good,5.0,Good,47.0,L0,5.462486943,Good
France,Cran Gevrier,61.0,1.0,Good,43.0,Good,0.0,Good,61.0,L1,8.029247005,Moderate
Chile,Coronel,66.0,1.0,,10.0,Good,1.0,Good,66.0,L1,15.15824092,Moderate
Belgium,Veurne,31.0,1.0,Good,31.0,Good,1.0,Good,30.0,L0,-0.506396293,Good
Serbia,Pec,95.0,1.0,Good,39.0,Good,0.0,Good,95.0,L1,6.994622334,Moderate
Serbia,Trstenik,69.0,1.0,Good,31.0,Good,0.0,Good,69.0,L1,5.250135066,Moderate
United States of America,Olney,55.0,1.0,,24.0,Good,1.0,Good,55.0,L1,3.68917185,Moderate
France,Trappes,46.0,1.0,Good,19.0,Good,4.0,Good,46.0,L0,0.971868502,Good
United Kingdom of Great Britain and Northern Ireland,Buckhaven,27.0,1.0,Good,27.0,Good,1.0,Good,16.0,L0,10.79010646,Good
Venezuela (Bolivarian Republic of),Acarigua,45.0,1.0,Good,19.0,Good,0.0,Good,45.0,L0,2.349482808,Good
Germany,Nordhausen,36.0,1.0,Good,36.0,Good,1.0,Good,32.0,L0,5.317949386,Good
France,Dole,55.0,1.0,Good,30.0,Good,1.0,Good,55.0,L1,-4.284682187,Moderate
Nigeria,Zaria,78.0,1.0,Good,43.0,Good,0.0,Good,78.0,L1,2.957908205,Moderate
Spain,Orihuela,39.0,1.0,Good,39.0,Good,0.0,Good,38.0,L0,0.21233322,Good
South Africa,Kokstad,50.0,1.0,Good,31.0,Good,2.0,Good,50.0,L2,13.29334459,Unhealthy for Sensitive Groups
India,Vyara,109.0,1.0,Good,27.0,Good,1.0,Good,109.0,L2,1.728974994,Unhealthy for Sensitive Groups
India,Sirsaganj,50.0,1.0,Good,57.0,Moderate,7.0,Good,50.0,L3,8.876822268,Unhealthy
United Kingdom of Great Britain and Northern Ireland,Redditch,48.0,1.0,Good,6.0,Good,1.0,Good,48.0,L0,9.667214577,Good
Brazil,Maragogipe,44.0,1.0,Good,10.0,Good,3.0,Good,44.0,L0,5.998890289,Good
Mexico,Frontera,106.0,1.0,,20.0,Good,4.0,Good,106.0,L2,1.772091304,Unhealthy for Sensitive Groups
Cuba,Pinar Del Rio,38.0,1.0,Good,38.0,Good,0.0,Good,17.0,L0,2.028401081,Good
Indonesia,Ciparay,91.0,1.0,Good,52.0,Moderate,1.0,Good,91.0,L1,-0.595859416,Moderate
China,Jining,50.0,1.0,Good,31.0,Unhealthy for Sensitive Groups,1.0,Good,50.0,L3,10.28203705,Unhealthy
Italy,Mottola,58.0,1.0,Good,45.0,Good,2.0,Good,58.0,L1,0.071922211,Moderate
Portugal,Guarda,32.0,1.0,Good,25.0,Good,1.0,Good,32.0,L0,5.227434716,Good
United States of America,Savage,50.0,1.0,Good,40.0,Good,4.0,Good,50.0,L0,8.597117785,Good
France,Chalon Sur Saone,32.0,1.0,Good,32.0,Good,1.0,Good,20.0,L0,0.962058225,Good
Ecuador,Pedro Carbo,58.0,1.0,Good,24.0,Good,1.0,Good,58.0,L1,8.282520915,Moderate
China,Shishou,50.0,1.0,Good,31.0,Unhealthy,2.0,Good,91.0,L1,6.182288748,Unhealthy
Greece,Thermi,63.0,1.0,Good,31.0,Good,0.0,Good,63.0,L1,9.36507222,Moderate
United States of America,Madison,45.0,1.0,Good,41.0,Good,1.0,Good,45.0,L0,8.434778562,Good
Russian Federation,Abaza,30.0,1.0,Good,31.0,Good,0.0,Good,15.0,L0,4.249170611,Good
India,Tindwari,50.0,1.0,,31.0,Moderate,5.0,Good,50.0,L3,4.207819351,Unhealthy
Bulgaria,Pernik,53.0,1.0,Good,31.0,Good,0.0,Good,53.0,L1,6.365082289,Moderate
United States of America,Hartselle,52.0,1.0,Good,52.0,Moderate,1.0,Good,49.0,L0,-2.059506348,Moderate
Brazil,Urupes,55.0,1.0,Good,7.0,Good,1.0,Good,55.0,L1,9.895579944,Moderate
India,Punjai Puliyampatti,46.0,1.0,Good,25.0,Good,0.0,Good,46.0,L0,1.699541612,Good
Australia,Hervey Bay,36.0,1.0,Good,36.0,Good,0.0,Good,17.0,L0,-4.574555307,Good
Brazil,Cruz Alta,20.0,1.0,Good,9.0,Good,2.0,Good,20.0,L0,-2.949905585,Good
Indonesia,Sukabumi,97.0,1.0,Good,31.0,Moderate,1.0,Good,97.0,L1,4.804046701,Moderate
Germany,Bohl Iggelheim,54.0,1.0,Good,35.0,Good,3.0,Good,54.0,L1,-0.599849698,Moderate
China,Hebi,50.0,1.0,Good,31.0,Unhealthy,1.0,Good,50.0,L3,8.516074278,Unhealthy
Germany,Delmenhorst,67.0,1.0,Good,31.0,Good,5.0,Good,67.0,L1,1.647453552,Moderate
Colombia,Ubate,53.0,1.0,,31.0,Good,3.0,Good,53.0,L1,9.127078151,Moderate
United States of America,Fort Wayne,35.0,1.0,Good,31.0,Good,4.0,Good,35.0,L0,14.81622881,Good
India,Lala,87.0,1.0,,36.0,Good,0.0,Good,87.0,L1,-0.713098957,Moderate
Brazil,Pianco,23.0,1.0,Good,15.0,Good,0.0,Good,23.0,L0,-1.591744298,Good
Malaysia,Ayer Tawar,88.0,1.0,Good,31.0,Moderate,1.0,Good,88.0,L1,5.661234705,Moderate
Nigeria,Uromi,50.0,1.0,Good,31.0,Good,3.0,Good,50.0,L3,7.618329034,Unhealthy
Germany,Eilenburg,67.0,1.0,Good,38.0,Good,3.0,Good,67.0,L1,-3.903204846,Moderate
Brazil,Jarinu,90.0,1.0,Good,8.0,Good,1.0,Good,90.0,L1,9.652073333,Moderate
France,Carros,111.0,1.0,Good,19.0,Good,7.0,Good,111.0,L2,10.61475908,Unhealthy for Sensitive Groups
India,Gajraula,50.0,1.0,Good,55.0,Moderate,1.0,Good,50.0,L5,6.192654155,Hazardous
Italy,Conversano,59.0,1.0,Good,58.0,Moderate,1.0,Good,59.0,L1,0.74960878,Moderate
Somalia,Xuddur,55.0,1.0,,20.0,Good,0.0,Good,55.0,L1,4.204506817,Moderate
Czechia,Frydek Mistek,77.0,1.0,Good,46.0,Good,0.0,Good,77.0,L1,4.306058059,Moderate
Armenia,Goris,33.0,1.0,Good,33.0,Good,0.0,Good,26.0,L0,9.950363195,Good
Russian Federation,Svobodnyy,32.0,1.0,Good,29.0,Good,0.0,Good,32.0,L0,2.051604476,Good
United Kingdom of Great Britain and Northern Ireland,Jarrow,34.0,1.0,Good,30.0,Good,1.0,Good,34.0,L0,-1.279199253,Good
Brazil,Ampere,19.0,1.0,Good,19.0,Good,1.0,Good,13.0,L0,6.4588214,Good
India,Ambad,50.0,1.0,Good,32.0,Good,0.0,Good,116.0,L2,1.652943332,Unhealthy for Sensitive Groups
India,Himatnagar,50.0,1.0,Good,37.0,Good,0.0,Good,50.0,L3,8.828658265,Unhealthy
United States of America,Oneida,41.0,1.0,Good,20.0,Good,4.0,Good,41.0,L0,-0.63294818,Good
Italy,San Gennaro Vesuviano,45.0,1.0,Good,45.0,Good,1.0,Good,16.0,L0,9.911967188,Good
Greece,Ptolemais,50.0,1.0,Good,38.0,Good,1.0,Good,116.0,L2,0.640341408,Unhealthy for Sensitive Groups
United States of America,Andover,45.0,1.0,Good,45.0,Good,3.0,Good,42.0,L0,-2.17382056,Good
United States of America,Calabasas,78.0,1.0,Good,18.0,Good,1.0,Good,78.0,L1,-0.634505069,Moderate
Poland,Olkusz,64.0,1.0,Good,45.0,Good,0.0,Good,64.0,L1,-1.426293449,Moderate
Russian Federation,Nesterovskaya,44.0,1.0,Good,44.0,Good,0.0,Good,36.0,L0,7.267287534,Good
India,Thrissur,89.0,1.0,,21.0,Good,4.0,Good,89.0,L1,4.545348566,Moderate
India,Beri,50.0,1.0,Good,31.0,Unhealthy for Sensitive Groups,1.0,Good,50.0,L3,1.655510146,Unhealthy
Italy,Montespertoli,78.0,1.0,,31.0,Moderate,0.0,Good,40.0,L0,4.661398739,Moderate
Spain,La Garriga,49.0,1.0,Good,30.0,Good,5.0,Good,49.0,L0,3.205421743,Good
Russian Federation,Sagopshi,44.0,1.0,Good,44.0,Good,1.0,Good,32.0,L0,-4.017067364,Good
United States of America,Ontario,50.0,1.0,Good,13.0,Good,1.0,Good,50.0,L2,-6.113243568,Unhealthy for Sensitive Groups
Nigeria,Kumo,57.0,1.0,Good,21.0,Good,0.0,Good,57.0,L1,3.239552388,Moderate
Russian Federation,Vostochnyy,51.0,1.0,Good,27.0,Good,1.0,Good,51.0,L1,-1.386681801,Moderate
China,Linshui,50.0,1.0,Good,31.0,Unhealthy,7.0,Good,50.0,L3,13.7986602,Unhealthy
Cameroon,Foumbot,50.0,1.0,Good,12.0,Good,2.0,Good,50.0,L2,2.744097329,Unhealthy for Sensitive Groups
United States of America,Hays,62.0,1.0,Good,37.0,Good,1.0,Good,62.0,L1,3.553872463,Moderate
United States of America,Upland,98.0,1.0,Good,9.0,Good,1.0,Good,98.0,L1,10.26357494,Moderate
Italy,Capaci,65.0,1.0,Good,45.0,Good,0.0,Good,65.0,L1,0.431624562,Moderate
Canada,Riviere Du Loup,67.0,1.0,Good,26.0,Good,1.0,Good,67.0,L1,-4.287403801,Moderate
Brazil,Araruama,34.0,1.0,Good,29.0,Good,0.0,Good,34.0,L0,5.752795594,Good
China,Chihu,50.0,1.0,,31.0,Unhealthy,1.0,Good,50.0,L3,7.634700581,Unhealthy
Poland,Zagan,68.0,1.0,,38.0,Good,1.0,Good,68.0,L1,8.776271973,Moderate
Belgium,Diksmuide,40.0,1.0,Good,26.0,Good,2.0,Good,40.0,L0,3.551858053,Good
Ghana,Obuasi,81.0,1.0,Good,18.0,Good,0.0,Good,81.0,L1,5.942273408,Moderate
Russian Federation,Volgorechensk,58.0,1.0,Good,31.0,Good,1.0,Good,58.0,L1,-7.326036345,Moderate
Serbia,Arandelovac,68.0,1.0,Good,40.0,Good,1.0,Good,68.0,L1,0.599813341,Moderate
Chad,Bitkine,37.0,1.0,Good,31.0,Good,0.0,Good,37.0,L0,9.557041537,Good
Brazil,Jacobina,21.0,1.0,Good,14.0,Good,0.0,Good,21.0,L0,-1.872867826,Good
Romania,Caransebes,71.0,1.0,,31.0,Good,2.0,Good,71.0,L1,8.109438379,Moderate
United States of America,Cedar Mill,52.0,1.0,Good,8.0,Good,1.0,Good,52.0,L1,3.947183454,Moderate
Italy,Settimo Torinese,72.0,1.0,Good,23.0,Good,1.0,Good,72.0,L1,9.365656428,Moderate
Japan,Nishiwaki,70.0,1.0,Good,22.0,Good,1.0,Good,70.0,L1,11.03384482,Moderate
Albania,Kruje,51.0,1.0,Good,49.0,Good,0.0,Good,51.0,L1,-0.258361317,Moderate
France,Sartrouville,50.0,1.0,Good,19.0,Good,4.0,Good,50.0,L0,6.431225221,Good
India,Jalalpur,50.0,1.0,Good,31.0,Moderate,6.0,Good,50.0,L3,8.227911788,Unhealthy
Bulgaria,Lom,71.0,1.0,Good,20.0,Good,5.0,Good,71.0,L1,8.366677866,Moderate
Honduras,Santa Rosa De Copan,73.0,1.0,Good,31.0,Good,3.0,Good,73.0,L1,-1.232637155,Moderate
United States of America,Kingsburg,39.0,1.0,Good,39.0,Good,3.0,Good,26.0,L0,6.55680151,Good
Czechia,Kromeriz,72.0,1.0,Good,40.0,Good,1.0,Good,72.0,L1,-6.447192458,Moderate
Russian Federation,Staronizhestebliyevskaya,47.0,1.0,Good,42.0,Good,2.0,Good,47.0,L0,9.387376258,Good
Russian Federation,Kurganinsk,47.0,1.0,Good,41.0,Good,1.0,Good,47.0,L0,-0.466129904,Good
Venezuela (Bolivarian Republic of),El Limon,50.0,1.0,,52.0,Moderate,3.0,Good,118.0,L2,-0.522051089,Unhealthy for Sensitive Groups
Guatemala,Villa Nueva,79.0,1.0,Good,8.0,Good,1.0,Good,79.0,L1,11.95191925,Moderate
India,Raigarh,50.0,1.0,Good,31.0,Moderate,2.0,Good,50.0,L3,10.81324263,Unhealthy
Japan,Tsukuba,70.0,1.0,Good,24.0,Good,1.0,Good,70.0,L1,7.72344296,Moderate
United States of America,Wabash,62.0,1.0,Good,22.0,Good,1.0,Good,62.0,L1,4.07678393,Moderate
Russian Federation,Bachi Yurt,52.0,1.0,Good,47.0,Good,1.0,Good,52.0,L1,-1.16488748,Moderate
Thailand,Uttaradit,66.0,1.0,,22.0,Good,0.0,Good,66.0,L1,4.149871151,Moderate
Armenia,Ijevan,36.0,1.0,Good,36.0,Good,0.0,Good,36.0,L0,5.072280723,Good
Poland,Karczew,41.0,1.0,Good,41.0,Good,1.0,Good,32.0,L0,6.340597742,Good
Spain,La Puebla De Cazalla,28.0,1.0,Good,31.0,Good,2.0,Good,28.0,L0,-5.660431436,Good
Côte d'Ivoire,Tingrela,31.0,1.0,Good,21.0,Good,0.0,Good,31.0,L0,-1.213887783,Good
Libya,Gat,50.0,1.0,,31.0,Good,1.0,Good,50.0,L3,-4.941491804,Unhealthy
Germany,Dresden,54.0,1.0,Good,44.0,Good,0.0,Good,54.0,L1,-0.941947775,Moderate
Zambia,Mbala,22.0,1.0,Good,15.0,Good,0.0,Good,22.0,L0,-3.111508209,Good
India,Damoh,50.0,1.0,Good,42.0,Good,0.0,Good,50.0,L3,1.423314444,Unhealthy
,Teignmouth,37.0,1.0,,29.0,Good,1.0,Good,37.0,L0,9.104180293,Good
United States of America,Wisconsin Rapids,53.0,1.0,Good,29.0,Good,0.0,Good,53.0,L1,3.372200829,Moderate
Mexico,La Ceiba,108.0,1.0,Good,5.0,Good,1.0,Good,108.0,L2,9.761240689,Unhealthy for Sensitive Groups
Turkey,Bucak,56.0,1.0,,42.0,Good,0.0,Good,56.0,L1,9.520676414,Moderate
Mexico,Tepeapulco,50.0,1.0,Good,25.0,Good,6.0,Good,50.0,L5,1.111852383,Hazardous
Democratic Republic of the Congo,Mweka,50.0,1.0,Good,29.0,Good,0.0,Good,50.0,L2,12.58272038,Unhealthy for Sensitive Groups
United States of America,Medford,68.0,1.0,Good,21.0,Good,1.0,Good,68.0,L1,16.3206435,Moderate
France,Castelnau Le Lez,43.0,1.0,Good,31.0,Good,0.0,Good,43.0,L0,4.481348173,Good
Ukraine,Vesele,40.0,1.0,,40.0,Good,0.0,Good,27.0,L0,12.51773695,Good
Italy,Grottaferrata,47.0,1.0,Good,43.0,Good,4.0,Good,47.0,L0,0.569348895,Good
India,Khed,95.0,1.0,Good,22.0,Good,0.0,Good,95.0,L1,0.212535764,Moderate
Malta,Birkirkara,45.0,1.0,Good,45.0,Good,0.0,Good,28.0,L0,-3.729669975,Good
Hungary,Kalocsa,62.0,1.0,Good,31.0,Moderate,1.0,Good,53.0,L1,2.475388759,Moderate
Russian Federation,Gatchina,25.0,1.0,Good,25.0,Good,5.0,Good,19.0,L0,-1.047420167,Good
United States of America,Hilton Head Island,97.0,1.0,Good,31.0,Moderate,2.0,Good,41.0,L0,9.11688895,Moderate
United States of America,Merced,43.0,1.0,Good,31.0,Good,5.0,Good,43.0,L0,10.14522856,Good
Denmark,Arhus,33.0,1.0,Good,33.0,Good,1.0,Good,26.0,L0,-0.295040582,Good
India,Ambahta,50.0,1.0,Good,31.0,Unhealthy for Sensitive Groups,1.0,Good,50.0,L3,11.84135606,Unhealthy
United Kingdom of Great Britain and Northern Ireland,Preston,65.0,1.0,Good,32.0,Good,1.0,Good,65.0,L1,-3.615739451,Moderate
Denmark,Birkerod,36.0,1.0,Good,31.0,Good,1.0,Good,26.0,L0,-0.838175754,Good
Mexico,Tepalcingo,68.0,1.0,Good,32.0,Good,1.0,Good,68.0,L1,5.093690974,Moderate
Colombia,San Juan De Uraba,28.0,1.0,Good,21.0,Good,1.0,Good,28.0,L0,4.57390602,Good
Netherlands,Ijsselstein,34.0,1.0,Good,34.0,Good,1.0,Good,26.0,L0,2.769629063,Good
Russian Federation,Staryye Atagi,53.0,1.0,Good,38.0,Good,2.0,Good,53.0,L1,6.525221978,Moderate
Cuba,Varadero,37.0,1.0,Good,37.0,Good,0.0,Good,25.0,L0,-3.073054134,Good
Russian Federation,Goryachevodskiy,48.0,1.0,Good,39.0,Good,1.0,Good,48.0,L0,5.295754865,Good
Germany,Schonaich,63.0,1.0,Good,55.0,Moderate,0.0,Good,63.0,L1,-1.470748782,Moderate
,Puerto Cortes,58.0,1.0,Good,18.0,Good,0.0,Good,58.0,L1,-0.970314611,Moderate
Czechia,Jihlava,30.0,1.0,Good,31.0,Good,1.0,Good,29.0,L0,4.237580481,Good
Turkey,Malkara,46.0,1.0,Good,46.0,Good,0.0,Good,39.0,L0,1.890218562,Good
United States of America,Cupertino,51.0,1.0,,27.0,Good,1.0,Good,51.0,L1,-2.893466187,Moderate
Germany,Juchen,34.0,1.0,Good,23.0,Good,3.0,Good,34.0,L0,5.155921025,Good
United States of America,Augusta,34.0,1.0,Good,18.0,Good,3.0,Good,34.0,L0,2.673525054,Good
Colombia,San Onofre,56.0,1.0,Good,10.0,Good,4.0,Good,56.0,L1,4.082140324,Moderate
Brazil,Ipu,46.0,1.0,Good,31.0,Good,1.0,Good,46.0,L0,3.06768299,Good
Venezuela (Bolivarian Republic of),Nirgua,79.0,1.0,Good,10.0,Good,7.0,Good,79.0,L1,6.622460209,Moderate
Brazil,Tres Lagoas,51.0,1.0,Good,29.0,Good,0.0,Good,51.0,L1,0.480403,Moderate
Germany,Fallingbostel,61.0,1.0,Good,41.0,Good,2.0,Good,61.0,L1,1.978565601,Moderate
Poland,Wyszkow,40.0,1.0,,40.0,Good,0.0,Good,21.0,L0,0.860312591,Good
United States of America,Bardstown,61.0,1.0,Good,46.0,Good,4.0,Good,61.0,L1,3.143414595,Moderate
Turkey,Ardahan,39.0,1.0,Good,35.0,Good,0.0,Good,39.0,L0,-0.254907061,Good
Poland,Zary,45.0,1.0,,45.0,Good,0.0,Good,37.0,L0,6.306478943,Good
Sweden,Lund,36.0,1.0,Good,31.0,Good,0.0,Good,14.0,L0,1.543357751,Good
Greece,Kavala,84.0,1.0,Good,40.0,Good,0.0,Good,84.0,L1,13.08848636,Moderate
Indonesia,Sijunjung,42.0,1.0,Good,20.0,Good,0.0,Good,42.0,L0,-0.424999545,Good
South Africa,Siyabuswa,50.0,1.0,Good,13.0,Good,1.0,Good,50.0,L3,4.237580481,Unhealthy
South Africa,Swellendam,71.0,1.0,Good,4.0,Good,3.0,Good,71.0,L1,2.305985868,Moderate
Italy,Racale,70.0,1.0,Good,31.0,Moderate,1.0,Good,70.0,L1,6.888104072,Moderate
India,Sikar,50.0,1.0,,31.0,Good,6.0,Good,50.0,L4,3.109791519,Very Unhealthy
Pakistan,Turbat,50.0,1.0,Good,50.0,Good,0.0,Good,50.0,L2,5.583480486,Unhealthy for Sensitive Groups
Denmark,Bronderslev,54.0,1.0,,34.0,Good,1.0,Good,54.0,L1,-2.412685296,Moderate
Russian Federation,Kaduy,29.0,1.0,Good,29.0,Good,0.0,Good,8.0,L0,8.643512604,Good
New Zealand,Porirua,27.0,1.0,Good,27.0,Good,0.0,Good,16.0,L0,2.04024624,Good
Brazil,Lavras Da Mangabeira,37.0,1.0,Good,31.0,Good,2.0,Good,37.0,L0,4.237580481,Good
India,Kuchaman,50.0,1.0,Good,43.0,Good,0.0,Good,50.0,L4,3.784647885,Very Unhealthy
France,Etampes,41.0,1.0,Good,22.0,Good,3.0,Good,41.0,L0,-2.815949724,Good
Russian Federation,Skhodnya,45.0,1.0,Good,23.0,Good,1.0,Good,45.0,L0,4.124979368,Good
Canada,Yellowknife,24.0,1.0,Good,24.0,Good,0.0,Good,5.0,L0,1.455973374,Good
Poland,Brzesko,73.0,1.0,Good,36.0,Good,2.0,Good,73.0,L1,5.387629602,Moderate
Italy,San Lazzaro Di Savena,63.0,1.0,Good,31.0,Good,2.0,Good,63.0,L1,0.048102662,Moderate
India,Baudh,50.0,1.0,Good,47.0,Good,2.0,Good,50.0,L3,5.197351751,Unhealthy
Colombia,Dabeiba,18.0,1.0,Good,31.0,Good,0.0,Good,18.0,L0,7.955573905,Good
Serbia,Ripanj,64.0,1.0,Good,31.0,Moderate,0.0,Good,64.0,L1,6.147514289,Moderate
Brazil,Matozinhos,50.0,1.0,Good,0.0,Good,1.0,Good,50.0,L3,17.83357928,Unhealthy
India,Vaijapur,50.0,1.0,,34.0,Good,0.0,Good,50.0,L2,1.749188886,Unhealthy for Sensitive Groups
Brazil,Itai,22.0,1.0,Good,8.0,Good,1.0,Good,22.0,L0,4.508289516,Good
,Mont Dore,28.0,1.0,Good,28.0,Good,0.0,Good,6.0,L0,5.224014096,Good
India,Chalakudi,69.0,1.0,Good,26.0,Good,1.0,Good,69.0,L1,5.466664901,Moderate
Netherlands,Terneuzen,38.0,1.0,Good,32.0,Good,3.0,Good,38.0,L0,2.360027261,Good
Germany,Kirchhain,31.0,1.0,Good,29.0,Good,1.0,Good,31.0,L0,3.392961674,Good
Japan,Ishinomaki,39.0,1.0,Good,39.0,Good,0.0,Good,13.0,L0,6.034794033,Good
Algeria,Tazmalt,50.0,1.0,Good,31.0,Unhealthy for Sensitive Groups,1.0,Good,56.0,L1,-3.81002149,Unhealthy for Sensitive Groups
Armenia,Yerevan,52.0,1.0,Good,37.0,Good,0.0,Good,52.0,L1,6.235132213,Moderate
Italy,Orvieto,49.0,1.0,Good,38.0,Good,4.0,Good,49.0,L0,6.109056026,Good
Poland,Skarzysko Kamienna,32.0,1.0,Good,28.0,Good,1.0,Good,32.0,L0,7.923919461,Good
Sweden,Ljungby,40.0,1.0,Good,40.0,Good,0.0,Good,29.0,L0,4.503712469,Good
India,Supaul,67.0,1.0,Good,48.0,Good,1.0,Good,67.0,L1,2.846825424,Moderate
United States of America,North Highlands,50.0,1.0,Good,28.0,Good,1.0,Good,50.0,L0,9.223199564,Good
France,Valence,54.0,1.0,Good,47.0,Good,0.0,Good,54.0,L1,9.078168784,Moderate
France,Armentieres,34.0,1.0,Good,28.0,Good,2.0,Good,34.0,L0,2.324119494,Good
United States of America,Tustin Foothills,89.0,1.0,Good,11.0,Good,1.0,Good,89.0,L1,-1.735899122,Moderate
Armenia,Artashat,56.0,1.0,Good,38.0,Good,0.0,Good,56.0,L1,2.140588881,Moderate
France,Gentilly,31.0,1.0,Good,28.0,Good,2.0,Good,31.0,L0,9.398809393,Good
Chile,Molina,97.0,1.0,Good,2.0,Good,5.0,Good,97.0,L1,10.56456593,Moderate
Belgium,Brugge,37.0,1.0,Good,25.0,Good,3.0,Good,37.0,L0,3.653880024,Good
Pakistan,Gambat,50.0,1.0,Good,48.0,Good,1.0,Good,50.0,L3,10.42981594,Unhealthy
India,Rambha,97.0,1.0,Good,48.0,Good,1.0,Good,97.0,L1,9.06783211,Moderate
Nicaragua,Nagarote,50.0,1.0,Good,27.0,Good,0.0,Good,50.0,L0,14.14273792,Good
Turkey,Isparta,49.0,1.0,Good,33.0,Good,0.0,Good,49.0,L0,-4.253089264,Good
Russian Federation,Krasnoarmeysk,39.0,1.0,Good,39.0,Good,0.0,Good,36.0,L0,1.947383462,Good
